Event_id,cause_of_death,CartoDB_Cause_of_death,dataset,date,quarter,Date-month,Year,dead,missing,dead_and_missing,description,location,latitude,longitude,latlong,Somme Dedoublement,name,route,source,source_url
33843,drowned,drowning or exhaustion related death,United,2012-08-17T00:00:00Z,3Q2012,2012 -- 8,2012,0,0,1,"body found in Evros River (TR) reportedly was migrant trying to cross into GR from Turkey (Aug 17, 2012). From Del Grande's data set (translated): Found a dead body in the waters of the Evros River at the border between Turkey and Greece (Aug 18, 2012)",evros,41.244376,26.135943,"41.244376, 26.135943",188,"Event at Evros on Aug 17, 2012",Eastern Mediteranean route Land,FE,http://fortresseurope.blogspot.com/2012/08/grecia-crollano-gli-arrivi-un-morto.html
33844,drowned,drowning or exhaustion related death,United,2012-08-15T00:00:00Z,3Q2012,2012 -- 8,2012,0,0,2,"drowned,reaching rescue ship after 4 days adrifting, dinghy from LY to Malta (Aug 15, 2012). From Del Grande's data set (translated): Landing in Malta, 2 passengers found dead aboard boat drifting by 4 days, 2 others drown during rescue operations (Aug 16, 2012)",malta,35.937496,14.375416,"35.937496, 14.375416",655,"Event at Malta on Aug 15, 2012",Central Mediteranean route,FE/Ansamed,http://fortresseurope.blogspot.com/2012/08/malta-4-morti-in-mare.html
33847,unknown,unknown - supposedly exhaustion related death,United,2012-08-09T00:00:00Z,3Q2012,2012 -- 8,2012,0,0,10,"missing, after boat of 24 migrants from Comoros capsized off the coast of Mayotte (F) (Aug 9, 2012)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on Aug 09, 2012",,VOA/UN/IRR,
33845,drowned,drowning or exhaustion related death,United,2012-08-09T00:00:00Z,3Q2012,2012 -- 8,2012,0,0,6,"drowned, after boat of 24 migrants from Comoros capsized off the coast of Mayotte (F) (Aug 9, 2012)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on Aug 09, 2012",,VOA/UN/IRR,
33846,drowned,drowning or exhaustion related death,United,2012-08-09T00:00:00Z,3Q2012,2012 -- 8,2012,0,0,1,"drowned, boat sunk off Melilla s coasts (E) (Aug 9, 2012)",melilla,35.292278,-2.938097,"35.292278, -2.938097",79,"Event at Melilla on Aug 09, 2012",Western Mediteranean route,FE/20Me,
33849,unknown,unknown - supposedly exhaustion related death,United,2012-08-08T00:00:00Z,3Q2012,2012 -- 8,2012,0,0,27,"missing, after boat with 36 migrants from Anjouan (Comoros) sank off Mayotte coasts (F) (Aug 8, 2012)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on Aug 08, 2012",,Universal/AFP,
33848,drowned,drowning or exhaustion related death,United,2012-08-08T00:00:00Z,3Q2012,2012 -- 8,2012,0,0,6,"drowned, after boat 36 migrants from Anjouan-Comoros sank off the coast of Mayotte (F) (Aug 8, 2012)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on Aug 08, 2012",,Universal/AFP/PICUM,
33850,drowned,drowning or exhaustion related death,United,2012-07-31T00:00:00Z,3Q2012,2012 -- 7,2012,0,0,1,"drowned trying to swim ashore with a life-belt, body found on the beach in Melilla (E)  (Jul 31, 2012)",melilla,35.292278,-2.938097,"35.292278, -2.938097",79,"Event at Melilla on Jul 31, 2012",Western Mediteranean route,MUGAK/LV,
33851,suicide - hanged,suicide,United,2012-07-29T00:00:00Z,3Q2012,2012 -- 7,2012,0,0,1,"suicide, hanged himself in Rotherham park (GB) after residency application was rejected (Jul 29, 2012)","Rotherham park, UK",53.449038,-1.2996,"53.449038, -1.2996",1,"Event at Rotherham Park, Uk on Jul 29, 2012",,IRR/Star,
33852,drowned,drowning or exhaustion related death,United,2012-07-08T00:00:00Z,3Q2012,2012 -- 7,2012,0,0,79,"reportedly drowned while trying to reach the coast of Sicily (I), boat is still missing (Jul 8, 2012). From Del Grande's data set (translated): Shipwreck off Lampedusa, recovered a corpse, 79 passengers lost at sea (Sep 7, 2012)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Jul 08, 2012",Central Mediteranean route,PICUM/MAS/LRP/FE,http://fortresseurope.blogspot.com/2012/09/naufragio-lampedusa-1-morto-e-40.html
33853,frozen,drowning or exhaustion related death,United,2012-07-01T00:00:00Z,3Q2012,2012 -- 7,2012,0,0,1,"died of hypothermia in Health Centre of Soufli after crossing Evros River to enter Greece (Jul 1, 2012)",evros,41.244376,26.135943,"41.244376, 26.135943",188,"Event at Evros on Jul 01, 2012",Eastern Mediteranean route Land,PICUM/Skai,
77194,police violence,authorities related death,,2012-06-29T00:00:00Z,2Q2012,2012 -- 6,2012,1,0,1,,,14.4903,35.8334,"14.4903, 35.8334",1,"Death of Mamadou Kamara on June 29, 2012",,ToM,
33854,police violence,authorities related death,United,2012-06-29T00:00:00Z,2Q2012,2012 -- 6,2012,0,0,1,"asylum seeker, allegedly beaten to death in police custody in Safi (M);arrived dead in hospital (Jun 29, 2012)",safi,32.310059,-9.236617,"32.310059, -9.236617",10,"Event at Safi on Jun 29, 2012",,EUobserver/MaltaToday/MaltaStar/TimesM,
33855,died (presumably) from ill treatments,malicious intent related death / manslaughter,United,2012-06-28T00:00:00Z,2Q2012,2012 -- 6,2012,0,0,1,"died in a detention centre in Malta, presumably maltreated by Armed Forces while in custody (Jun 28, 2012)",malta,35.937496,14.375416,"35.937496, 14.375416",655,"Event at Malta on Jun 28, 2012",Central Mediteranean route,TimesM/MaltaToday/FR-H,
33856,drowned,drowning or exhaustion related death,United,2012-06-28T00:00:00Z,2Q2012,2012 -- 6,2012,0,0,1,"drowned, found in advanced state of decomposition, was from shipwreck off Leuca coast (I) (Jun 28, 2012). From Del Grande's data set (translated): They were hiding under a truck to board the Superfast ferry from Patras (Greece) to Ancona. But at the time of landing were found dead, suffocated on the way (Jun 23, 2012)",leuca,39.801,18.356944,"39.801, 18.356944",88,"Event at Leuca on Jun 28, 2012",Apulia & Calbria,LR/FE,
33857,asphyxiated,drowning or exhaustion related death,United,2012-06-22T00:00:00Z,2Q2012,2012 -- 6,2012,0,0,2,"stowaways, died of asphyxiation and heat inside a truck on Greece to Ancona (I) ferry (Jun 22, 2012)",ancona,43.61583,13.518915,"43.61583, 13.518915",16,"Event at Ancona on Jun 22, 2012",,PICUM/Infomob/FE/LR,
33858,drowned,drowning or exhaustion related death,United,2012-06-18T00:00:00Z,2Q2012,2012 -- 6,2012,0,0,6,"missing, reportedly drowned, small boat sailing from North Africa capsized off Leuca coast(I) (Jun 18, 2012)",leuca,39.801,18.356944,"39.801, 18.356944",88,"Event at Leuca on Jun 18, 2012",Apulia & Calbria,PICUM/LRB/FE/Infomob,
33859,died from dehydration,drowning or exhaustion related death,United,2012-06-11T00:00:00Z,2Q2012,2012 -- 6,2012,0,0,2,"died of dehydration on stricken vessel of 53 migrants then rescued off Moroccan coast (Jun 11, 2012)",morocco,31.791702,-7.09262,"31.791702, -7.09262",77,"Event at Morocco on Jun 11, 2012",Central Mediteranean route,FE,
33862,drowned,drowning or exhaustion related death,United,2012-06-08T00:00:00Z,2Q2012,2012 -- 6,2012,0,0,31,"drowned, overcrowded boat from Ahmetbeyli (TR) sank off Aegean coat, 46 survivors (Jun 8, 2012)",ahmetbeyli,37.99462,27.188235,"37.99462, 27.188235",61,"Event at Ahmetbeyli on Jun 08, 2012",Eastern Mediteranean route Sea,Reu/AFP/Le Monde/Migreurop/SP/MNS/FE,
33861,drowned,drowning or exhaustion related death,United,2012-06-08T00:00:00Z,2Q2012,2012 -- 6,2012,0,0,30,"drowned, overcrowded boat from Ahmetbeyli (TR) sank off Aegean coast, 46 survivors (Jun 8, 2012)",ahmetbeyli,37.99462,27.188235,"37.99462, 27.188235",61,"Event at Ahmetbeyli on Jun 08, 2012",Eastern Mediteranean route Sea,Reu/AFP/Le Monde/Migreurop/SP/MNS/FE,
33860,drowned,drowning or exhaustion related death,United,2012-06-08T00:00:00Z,2Q2012,2012 -- 6,2012,0,0,64,"drowned, 1 found, 63 missing shipwreck near the island of Lampione (I) (Jun 8, 2012). From Del Grande's data set (translated): Shipwreck in Izmir on the route to the Greek Islands, 58 dead passengers (Sep 6, 2012)",izmir,38.41885,27.12872,"38.41885, 27.12872",152,"Event at Izmir on Jun 08, 2012",Eastern Mediteranean route Sea,MNS/FE/Migreurop,http://fortresseurope.blogspot.com/2012/09/turchia-naufragio-izmir-58-morti.html
33863,asphyxiated,drowning or exhaustion related death,United,2012-06-01T00:00:00Z,2Q2012,2012 -- 6,2012,0,0,3,"stowaway, died of asphyxiation in truck on way to Igoumenitsa (GR), a port leading to Italy (Jun 1, 2012). From Del Grande's data set (translated): Found along the road to Igoumenitsa the lifeless bodies of three boys suffocated, probably abandoned by a trucker direct to the port of Igoumenitsa to the ferries to Italy (Feb 8, 2012)",igoumenitsa,39.50615,20.265534,"39.50615, 20.265534",7,"Event at Igoumenitsa on Jun 01, 2012",,PICUM/TVXS/MNS,http://fortresseurope.blogspot.com/2012/02/grecia-3-afghani-morti-asfissiati-in-un.html
33864,drowned,drowning or exhaustion related death,United,2012-05-25T00:00:00Z,2Q2012,2012 -- 5,2012,0,0,20,"drowned, after an inflatable dinghy on way to Italy started to deflate off the coast of Lybia   (May 25, 2012). From Del Grande's data set (translated): At least 10 missing in the sea off the coast of Libya. Rescued by two merchant ships, the survivors were rejected (May 26, 2012)",libya,26.3351,17.228331,"26.3351, 17.228331",1371,"Event at Libya on May 25, 2012",Central Mediteranean route,Migreurop/LRP,http://fortresseurope.blogspot.it/2012/05/10-dispersi-nel-canale-di-sicilia.html
33865,drowned,drowning or exhaustion related death,United,2012-05-24T00:00:00Z,2Q2012,2012 -- 5,2012,0,0,10,"at least 10 people missing after dinghy from Libya to Italy capsized in the Sicilian Channel (May 24, 2012). From Del Grande's data set (translated): Found a corpse in the sea in front of the island of Streetlight, in Lampedusa (May 25, 2012)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on May 24, 2012",Central Mediteranean route,LR/Fe,http://fortresseurope.blogspot.it/2012/05/lampedusa-ritrovato-un-cadavere-in-mare.html
33866,drowned,drowning or exhaustion related death,United,2012-05-24T00:00:00Z,2Q2012,2012 -- 5,2012,0,0,1,"body in advanced state of decomposition washed ashore off Lampione Island (I) (May 24, 2012)",lampione,35.551211,12.317398,"35.551211, 12.317398",1,"Event at Lampione on May 24, 2012",Central Mediteranean route,FE/ANSA,
33868,unknown,unknown - supposedly exhaustion related death,United,2012-05-18T00:00:00Z,2Q2012,2012 -- 5,2012,0,0,15,"missing, after boat of 43 migrants sank off the coast of Mayotte (F) (May 18, 2012)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on May 18, 2012",,Le Monde/AFP/Migreurop,
33867,drowned,drowning or exhaustion related death,United,2012-05-18T00:00:00Z,2Q2012,2012 -- 5,2012,0,0,5,"drowned, after boat of 43 migrants sank off the coast of Mayotte (F) (May 18, 2012)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on May 18, 2012",,Le Monde/AFP/Migreurop,
33869,starved,drowning or exhaustion related death,Del grande,2012-05-07T00:00:00Z,2Q2012,2012 -- 5,2012,0,0,7,"Landing on the island, the survivors tell of 7 passengers died of starvation during the journey, their bodies were abandoned at sea (May 8, 2012)",malta,35.937496,14.375416,"35.937496, 14.375416",655,"Event at Malta on May 07, 2012",Central Mediteranean route,Times of Malta,http://fortresseurope.blogspot.co.uk/2012/05/malta-sbarco-sulla-spiaggia-dei-turisti.html
33870,drowned,drowning or exhaustion related death,United,2012-05-06T00:00:00Z,2Q2012,2012 -- 5,2012,0,0,3,"drowned, shipwreck off Monastir (TN) on the way to Italy, border guards could save 22 (May 6, 2012). From Del Grande's data set (translated): Shipwreck off the coast of Monastir, recovered the bodies of three passengers in the boat directly in Sicily (Jul 6, 2012)",monastir,35.77718,10.8261,"35.77718, 10.8261",53,"Event at Monastir on May 06, 2012",Central Mediteranean route,TNNum,http://fortresseurope.blogspot.it/2012/07/tunisia-naufragio-monastir-3-morti-in.html
33871,drowned,drowning or exhaustion related death,United,2012-05-02T00:00:00Z,2Q2012,2012 -- 5,2012,0,0,1,"drowned, body found floating in Tajo-Segura Channel, in the town of Torre-Pacheco (E) (May 2, 2012)",torre,36.744421,-4.092531,"36.744421, -4.092531",3,"Event at Torre on May 02, 2012",Western Mediteranean route,MUGAK/Raz,
33872,lack of medical care,drowning or exhaustion related death,United,2012-04-30T00:00:00Z,2Q2012,2012 -- 4,2012,0,0,1,"reportedly lack of medical help after asked for assistance in Barcelona s detention centre (E)  (Apr 30, 2012)",barcelona,41.385064,2.173403,"41.385064, 2.173403",4,"Event at Barcelona on Apr 30, 2012",Western Mediteranean route,IRR/MUGAK/LV/18Des/EP/EPress,
33873,car accident,"violent accidental death (transport, blown in minefield...)",United,2012-04-28T00:00:00Z,2Q2012,2012 -- 4,2012,0,0,2,"died in car accident while trying to escape a FRONTEX control (Apr 28, 2012). From Del Grande's data set (translated): Tracking the border with Turkey, Lykofos. A car fleeing Frontex patrols loses control and crashes. The accident killed 3 people who were attempting to cross the border (Apr 29, 2012)",lykofos,41.119673,26.288073,"41.119673, 26.288073",2,"Event at Lykofos on Apr 28, 2012",Eastern Mediteranean route Land,Migreurop/KTG/TF1/PICUM/Clandestina/Age/Skai/Ta Nea/ERT,http://fortresseurope.blogspot.co.uk/2012/04/grecia-in-fuga-da-pattuglie-frontex-3.html
33874,drowned,drowning or exhaustion related death,United,2012-04-27T00:00:00Z,2Q2012,2012 -- 4,2012,0,0,1,"drowned, after being thrown off a boat of 80 by smugglers when a patrol boat approached (Apr 27, 2012). From Del Grande's data set (translated): Landing at Licata, Agrigento, a sixteen year old drowns Egyptian (Apr 28, 2012)",agrigento,37.31109,13.576548,"37.31109, 13.576548",3,"Event at Agrigento on Apr 27, 2012",Central Mediteranean route,Migreurop/LRP,http://fortresseurope.blogspot.co.uk/2012/04/sicilia-sedicenne-annegato-in-uno.html
33875,drowned,drowning or exhaustion related death,United,2012-04-25T00:00:00Z,2Q2012,2012 -- 4,2012,0,0,1,"drowned, after being thrown overboard by smugglers dozens of meters from Calabria s coast (Apr 25, 2012)",calabria,39.308771,16.346379,"39.308771, 16.346379",57,"Event at Calabria on Apr 25, 2012",Apulia & Calbria,LR/Migreurop/PUCUM/FE,
33877,starved,drowning or exhaustion related death,Del grande,2012-04-03T00:00:00Z,2Q2012,2012 -- 4,2012,0,0,10,"Drifting boat rescued off Lampedusa, the survivors tell of 10 passengers died of starvation during the journey and abandoned at sea (Apr 4, 2012)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Apr 03, 2012",Central Mediteranean route,AGI,http://fortresseurope.blogspot.co.uk/2012/04/sicilia-10-dispersi-nella-traversata.html
33878,died from dehydration,drowning or exhaustion related death,United,2012-03-30T00:00:00Z,1Q2012,2012 -- 3,2012,0,0,10,"died from dehydration on a rubber dinghy of 58 migrants during the voyage from Libya to I (Mar 30, 2012)",libya,26.3351,17.228331,"26.3351, 17.228331",1371,"Event at Libya on Mar 30, 2012",Central Mediteranean route,Migreurop/AFP,
33879,unknown,unknown - supposedly exhaustion related death,United,2012-03-28T00:00:00Z,1Q2012,2012 -- 3,2012,0,0,1,"body found in an advanced state of decay in the rural area of Tichero, Evros Prefecture (GR) (Mar 28, 2012)",evros,41.244376,26.135943,"41.244376, 26.135943",188,"Event at Evros on Mar 28, 2012",Eastern Mediteranean route Land,PICUM/Age/Clandestina,
33880,drowned,drowning or exhaustion related death,United,2012-03-16T00:00:00Z,1Q2012,2012 -- 3,2012,0,0,1,"drowned while trying to cross Evros River to enter GR, body found in area of Nea Vissa (Mar 16, 2012)",evros,41.244376,26.135943,"41.244376, 26.135943",188,"Event at Evros on Mar 16, 2012",Eastern Mediteranean route Land,PICUM/Age,
33881,unknown,unknown - supposedly exhaustion related death,United,2012-03-15T00:00:00Z,1Q2012,2012 -- 3,2012,0,0,5,"found in boat of 57 on way to Lampedusa (I) rescued by Italian authorities in Libian waters (Mar 15, 2012). From Del Grande's data set (translated): 5 found dead in a boat rescued 70 miles off Lampedusa (Mar 17, 2012)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Mar 15, 2012",Central Mediteranean route,PICUM/LR/jW,http://fortresseurope.blogspot.com/2012/03/lampedusa-5-morti-su-una-barca-soccorsa.html
33882,drowned,drowning or exhaustion related death,United,2012-03-14T00:00:00Z,1Q2012,2012 -- 3,2012,0,0,1,"drowned while trying to cross Evros River to enter GR, body found near river in area of Soufli (Mar 14, 2012)",evros,41.244376,26.135943,"41.244376, 26.135943",188,"Event at Evros on Mar 14, 2012",Eastern Mediteranean route Land,PICUM,
33883,unknown,unknown - supposedly exhaustion related death,United,2012-02-29T00:00:00Z,1Q2012,2012 -- 2,2012,0,0,1,"undocumented migrant found in container which he used as shelter close to Thiva (GR) (Feb 29, 2012)",thiva,38.322579,23.320431,"38.322579, 23.320431",1,"Event at Thiva on Feb 29, 2012",Eastern Mediteranean route Sea,PICUM,
33884,frozen,drowning or exhaustion related death,United,2012-02-28T00:00:00Z,1Q2012,2012 -- 2,2012,0,0,1,"died of hypothermia, body found in a warehouse in the area of Korinthia (GR) (Feb 28, 2012)",korinthia,38.002298,22.524509,"38.002298, 22.524509",3,"Event at Korinthia on Feb 28, 2012",Eastern Mediteranean route Sea,PICUM/Proto,
